date,name,Trial,Thickness,Elastic Modulus,Yield Strength,Changepoint,Slope Plateau,Slope Densification,Creep Strain,Toe Region,Strain at 50 bar,Strain at 80 bar,Strain at 150 bar,Strain at 500 bar,Good Fit,Good Fit Score,Good Fit Breakdown,Average Standard Deviation,CV,mixing_temp,bath_temp,polymer_wt,additive_wt,pullcast_speed,nitrogen,coupon_to_bath_wait_time,nips_bath_wait_time
"2026-08-13
15:00:12",10-0add-5deg-6s-N2-121s_run4 | rep 1,sample 5,-49.07279999999997,,,,,,,,,,,,False,,,67.65258297764758,,25,5,10.0,0.0,10,True,6,121
"2026-08-13
15:00:12",10-0add-5deg-6s-N2-121s_run4 | rep 2,sample 6,-21.30127546602526,,,,,,,,,,,,False,,,66.97040625878797,,25,5,10.0,0.0,10,True,6,121
"2026-08-13
15:00:12",10-0add-5deg-6s-N2-121s_run4 | rep 3,sample 7,-61.87439999999998,,,,,,,,,,,,False,,,68.24995661581394,,25,5,10.0,0.0,10,True,6,121
"2026-08-13
15:00:12",10-0add-5deg-6s-N2-121s_run4 | rep 4,sample 8,-37.8714,,,,,,,,,,,,False,,,67.44994801947735,,25,5,10.0,0.0,10,True,6,121
"2026-08-13
16:15:20",17-0add-5deg-30s-N2-1800s | rep 1,sample 13,213.0044,264.22630037040693,25.32292315767837,,110.27365652751983,1208.7729136542775,0.0443165198846776,0.0,0.3022018766320933,0.4123194993361802,0.4826164920335351,,True,89.0,"{""elastic_r2"": {""pts"": 29, ""max"": 30, ""note"": ""NRMSE-score=0.967 (RMSE=0.80, range=24.29)""}, ""plateau_r2_start"": {""pts"": 14, ""max"": 15, ""note"": ""R\u00b2(first 40%)=0.957""}, ""densification_r2"": {""pts"": 14, ""max"": 15, ""note"": ""R\u00b2=0.900""}, ""yield_accuracy"": {""pts"": 25, ""max"": 25, ""note"": ""elastic tail overshoots data by 0.3% of elastic range""}, ""junction_continuity"": {""pts"": 12, ""max"": 15, ""note"": ""gap=3.3%""}, ""plateau_r2_full_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""R\u00b2(full)=0.878""}, ""elastic_modulus_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""E=264.2 bar ok""}, ""bp1_accuracy_penalty"": {""pts"": -5, ""max"": 0, ""note"": ""GAM slope drops 50% in early plateau \u2014 bp1 suspect | plateau spans 29% of remaining stress \u2014 ok""}, ""changepoint_curvature_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""d2_norm=0.90, linear_stretch=20%""}, ""slope_ratio_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""plateau/elastic slope ratio=0.42 \u2014 good separation""}, ""_score_final"": {""pts"": 89, ""max"": 100, ""note"": ""no catastrophic applied""}}",56.318316063697786,,60,5,17.0,0.0,5,True,30,1800
"2026-08-13
16:15:20",17-0add-5deg-30s-N2-1800s | rep 2,sample 14,15.874999999999972,,,,,,,,,,,,False,,,56.72155393699499,,60,5,17.0,0.0,5,True,30,1800
"2026-08-13
16:15:20",17-0add-5deg-30s-N2-1800s | rep 3,sample 15,25.62860000000001,,,,,,,,,,,,False,,,56.26060384301157,,60,5,17.0,0.0,5,True,30,1800
"2026-08-13
16:15:20",17-0add-5deg-30s-N2-1800s | rep 4,sample 16,-8.661400000000015,,,,,,,,,,,,False,,,56.22612822139535,,60,5,17.0,0.0,5,True,30,1800
"2026-08-13
17:29:23",17-0add-5deg-90s-N2-1800s | rep 4,sample 24,30.88640000000001,,,,,,,,,,,,False,,,47.11707442756936,,80,5,17.0,0.0,5,True,90,1800
"2026-08-13
17:29:23",17-0add-5deg-90s-N2-1800s | rep 3,sample 23,-29.362400000000008,,,,,,,,,,,,False,,,58.43132156294184,,80,5,17.0,0.0,5,True,90,1800
"2026-08-13
17:29:23",17-0add-5deg-90s-N2-1800s | rep 2,sample 22,-20.49780000000001,,,,,,,,,,,,False,,,53.17969628664187,,80,5,17.0,0.0,5,True,90,1800
"2026-08-13
17:29:23",17-0add-5deg-90s-N2-1800s | rep 1,sample 21,66.1416,1963.527250474804,84.9411249938365,,-2751.818067842072,167.8249938450064,0.0579877112135175,0.0054836717087026,0.0750736195628305,0.0544318495114251,,,False,45.0,"{""elastic_r2"": {""pts"": 22, ""max"": 30, ""note"": ""NRMSE-score=0.730 (RMSE=40.62, range=150.65)""}, ""plateau_r2_start"": {""pts"": 0, ""max"": 15, ""note"": ""R\u00b2(first 40%)=-18.108""}, ""densification_r2"": {""pts"": 0, ""max"": 15, ""note"": ""R\u00b2=-0.197""}, ""yield_accuracy"": {""pts"": 20, ""max"": 25, ""note"": ""elastic tail undershoots data by 35.4% of elastic range""}, ""junction_continuity"": {""pts"": 13, ""max"": 15, ""note"": ""gap=2.3%""}, ""plateau_r2_full_penalty"": {""pts"": -10, ""max"": 0, ""note"": ""R\u00b2(full)=0.201""}, ""elastic_modulus_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""E=1963.5 bar ok""}, ""bp1_accuracy_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""plateau spans -102% of remaining stress \u2014 ok""}, ""changepoint_curvature_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""d2_norm=1.03, linear_stretch=100%""}, ""slope_ratio_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""plateau/elastic slope ratio=-1.40 \u2014 good separation""}, ""_score_final"": {""pts"": 45, ""max"": 100, ""note"": ""no catastrophic applied""}}",48.35238210797846,,80,5,17.0,0.0,5,True,90,1800
"2026-08-13
18:46:04",17-0add-5deg-15s-N2-1800s | rep 1,sample 29,-35.15359999999998,,,,,,,,,,,,False,,,55.32610868893743,0.1887090500059935,70,5,17.0,0.0,8,True,15,1800
"2026-08-13
18:46:04",17-0add-5deg-15s-N2-1800s | rep 2,sample 30,178.84140000000002,42.38945338654843,6.967038527852246,,60.04148765736221,610.0115585196131,0.0550111749399159,0.1796266986066642,0.6312630898244245,0.8042341376890911,0.9283927783453896,,False,38.0,"{""elastic_r2"": {""pts"": 28, ""max"": 30, ""note"": ""NRMSE-score=0.947 (RMSE=0.16, range=3.06)""}, ""plateau_r2_start"": {""pts"": 13, ""max"": 15, ""note"": ""R\u00b2(first 40%)=0.879""}, ""densification_r2"": {""pts"": 11, ""max"": 15, ""note"": ""R\u00b2=0.758""}, ""yield_accuracy"": {""pts"": 25, ""max"": 25, ""note"": ""elastic tail undershoots data by 1.1% of elastic range""}, ""junction_continuity"": {""pts"": 10, ""max"": 15, ""note"": ""gap=5.0%""}, ""plateau_r2_full_penalty"": {""pts"": -10, ""max"": 0, ""note"": ""R\u00b2(full)=0.363""}, ""elastic_modulus_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""E=42.4 bar ok""}, ""bp1_accuracy_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""GAM slope stable in early plateau (drop=-253%) \u2014 ok | plateau spans 22% of remaining stress \u2014 ok""}, ""changepoint_curvature_penalty"": {""pts"": 0, ""max"": 0, ""note"": ""d2_norm=1.00, linear_stretch=20%""}, ""catastrophic_slope_vs_modulus"": {""pts"": 0, ""max"": 0, ""note"": ""slope ratio=1.42 \u2014 plateau slope \u226595% of elastic""}, ""_score_final"": {""pts"": 38, ""max"": 100, ""note"": ""after catastrophic halving""}}",61.96932752240355,0.1887090500059935,70,5,17.0,0.0,8,True,15,1800
