Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.100000,-0.683670,-1282.030029,-0.024675,-0.314962,-8.000027,-3.041116,-0.154922,-80.000275,-1282.030029,-8.000035,0.000000
0.200000,-0.688141,-1282.118896,-0.024662,-0.314962,-8.000027,-3.061003,-0.155935,-80.000275,-1282.118896,-8.000035,0.000000
0.300000,-0.691498,-1282.030029,-0.024662,-0.314962,-8.000027,-3.075936,-0.156696,-80.000275,-1282.030029,-8.000035,0.000000
0.400000,-0.651642,-1282.030029,-0.024701,-0.312266,-7.931559,-2.898648,-0.147664,-79.315590,-1282.030029,-7.921725,0.000000
0.500000,-0.685532,-1282.030029,-0.024696,-0.308989,-7.848323,-3.049397,-0.155344,-78.483231,-1282.030029,-7.837040,0.000000
0.600000,-0.628937,-1281.985474,-0.024722,-0.305660,-7.763751,-2.797651,-0.142519,-77.637512,-1281.985474,-7.752356,0.000000
0.700000,-0.601746,-1282.030029,-0.024705,-0.302321,-7.678954,-2.676698,-0.136358,-76.789536,-1282.030029,-7.667489,0.000000
0.800000,-0.623718,-1281.985474,-0.024696,-0.298991,-7.594364,-2.774437,-0.141337,-75.943642,-1281.985474,-7.582805,0.000000
0.900000,-0.565262,-1282.030029,-0.024688,-0.295653,-7.509576,-2.514410,-0.128090,-75.095757,-1282.030029,-7.498120,0.000000
1.000000,-0.584625,-1282.030029,-0.024696,-0.292316,-7.424839,-2.600543,-0.132478,-74.248390,-1282.030029,-7.413436,0.000000
1.100000,-0.563766,-1281.985474,-0.024701,-0.288985,-7.340207,-2.507759,-0.127751,-73.402069,-1281.985474,-7.328751,0.000000
1.200000,-0.520950,-1282.030029,-0.024705,-0.285646,-7.255401,-2.317303,-0.118049,-72.554016,-1282.030029,-7.244066,0.000000
1.300000,-0.557816,-1282.074463,-0.024718,-0.282313,-7.170760,-2.481287,-0.126403,-71.707596,-1282.074463,-7.159381,0.000000
1.400000,-0.487427,-1281.985474,-0.024722,-0.278977,-7.086006,-2.168183,-0.110452,-70.860062,-1281.985474,-7.074697,0.000000
1.500000,-0.527267,-1282.074463,-0.024705,-0.275638,-7.001208,-2.345403,-0.119481,-70.012085,-1282.074463,-6.990012,0.000000
1.600000,-0.516479,-1282.030029,-0.024701,-0.272307,-6.916602,-2.297415,-0.117036,-69.166016,-1282.030029,-6.905146,0.000000
1.700000,-0.467316,-1282.030029,-0.024709,-0.268968,-6.831796,-2.078724,-0.105895,-68.317963,-1282.030029,-6.820461,0.000000
1.800000,-0.495621,-1281.985474,-0.024701,-0.265635,-6.747120,-2.204631,-0.112309,-67.471207,-1281.985474,-6.735776,0.000000
1.900000,-0.483337,-1282.030029,-0.024722,-0.262301,-6.662444,-2.149992,-0.109526,-66.624435,-1282.030029,-6.651092,0.000000
2.000000,-0.469925,-1282.074463,-0.024701,-0.258962,-6.577638,-2.090330,-0.106487,-65.776382,-1282.074463,-6.566407,0.000000
2.100000,-0.488541,-1282.030029,-0.024705,-0.255632,-6.493058,-2.173137,-0.110705,-64.930580,-1282.030029,-6.481722,0.000000
2.200000,-0.437164,-1281.941040,-0.024718,-0.252293,-6.408251,-1.944604,-0.099063,-64.082512,-1281.941040,-6.397038,0.000000
2.300000,-0.477753,-1281.985474,-0.024701,-0.248959,-6.323550,-2.125150,-0.108260,-63.235497,-1281.985474,-6.312354,0.000000
2.400000,-0.468445,-1281.985474,-0.024701,-0.245626,-6.238891,-2.083747,-0.106151,-62.388908,-1281.985474,-6.227669,0.000000
2.500000,-0.437531,-1281.985474,-0.024692,-0.242287,-6.154085,-1.946233,-0.099146,-61.540848,-1281.985474,-6.142802,0.000000
2.600000,-0.471054,-1282.030029,-0.024705,-0.238955,-6.069469,-2.095353,-0.106742,-60.694698,-1282.030029,-6.058118,0.000000
2.700000,-0.421890,-1281.985474,-0.024709,-0.235619,-5.984733,-1.876662,-0.095602,-59.847336,-1281.985474,-5.973433,0.000000
2.800000,-0.434189,-1282.030029,-0.024727,-0.232282,-5.899971,-1.931368,-0.098389,-58.999706,-1282.030029,-5.888748,0.000000
2.900000,-0.450195,-1282.030029,-0.024727,-0.228952,-5.815390,-2.002569,-0.102016,-58.153900,-1282.030029,-5.804064,0.000000
3.000000,-0.420029,-1281.985474,-0.024731,-0.225613,-5.730576,-1.868381,-0.095180,-57.305756,-1281.985474,-5.719379,0.000000
3.100000,-0.437912,-1281.985474,-0.024705,-0.222281,-5.645943,-1.947930,-0.099232,-56.459431,-1281.985474,-5.634695,0.000000
3.200000,-0.411102,-1282.074463,-0.024709,-0.218947,-5.561249,-1.828674,-0.093157,-55.612495,-1282.074463,-5.550010,0.000000
3.300000,-0.425613,-1282.030029,-0.024714,-0.215609,-5.476461,-1.893223,-0.096445,-54.764610,-1282.030029,-5.465143,0.000000
3.400000,-0.446472,-1281.985474,-0.024752,-0.212278,-5.391863,-1.986007,-0.101172,-53.918629,-1281.985474,-5.380459,0.000000
3.500000,-0.408493,-1282.030029,-0.024705,-0.208941,-5.307109,-1.817068,-0.092566,-53.071091,-1282.030029,-5.295774,0.000000
3.600000,-0.437531,-1281.985474,-0.024714,-0.205606,-5.222398,-1.946233,-0.099146,-52.223984,-1281.985474,-5.211090,0.000000
3.700000,-0.427475,-1282.030029,-0.024722,-0.202272,-5.137713,-1.901504,-0.096867,-51.377136,-1282.030029,-5.126405,0.000000
3.800000,-0.399918,-1281.941040,-0.024692,-0.198934,-5.052917,-1.778922,-0.090623,-50.529163,-1281.941040,-5.041721,0.000000
3.900000,-0.446472,-1282.030029,-0.024735,-0.195602,-4.968301,-1.986007,-0.101172,-49.683014,-1282.030029,-4.957036,0.000000
4.000000,-0.395462,-1282.030029,-0.024714,-0.192266,-4.883547,-1.759103,-0.089613,-48.835472,-1282.030029,-4.872351,0.000000
4.100000,-0.424866,-1281.985474,-0.024705,-0.188931,-4.798854,-1.889897,-0.096276,-47.988541,-1281.985474,-4.787667,0.000000
4.200000,-0.425995,-1281.941040,-0.024735,-0.185600,-4.714247,-1.894920,-0.096532,-47.142475,-1281.941040,-4.702800,0.000000
4.300000,-0.370499,-1281.985474,-0.024714,-0.182260,-4.629416,-1.648060,-0.083956,-46.294155,-1281.985474,-4.618115,0.000000
4.400000,-0.427856,-1282.074463,-0.024727,-0.178930,-4.544826,-1.903201,-0.096954,-45.448261,-1282.074463,-4.533431,0.000000
4.500000,-0.395081,-1282.030029,-0.024722,-0.175595,-4.460107,-1.757406,-0.089527,-44.601070,-1282.030029,-4.448746,0.000000
4.600000,-0.402161,-1282.030029,-0.024683,-0.172258,-4.375344,-1.788900,-0.091131,-43.753441,-1282.030029,-4.364062,0.000000
4.700000,-0.429718,-1281.985474,-0.024709,-0.168927,-4.290738,-1.911481,-0.097375,-42.907379,-1281.985474,-4.279377,0.000000
4.800000,-0.374237,-1282.030029,-0.024701,-0.165589,-4.205957,-1.664690,-0.084803,-42.059578,-1282.030029,-4.194693,0.000000
