Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-0.838211,-1284.520874,-0.023114,-0.314958,-7.999932,-3.728549,-0.189941,-79.999321,-1284.520874,-8.000079,0.000000
0.300000,-0.839706,-1284.476440,-0.023123,-0.314958,-7.999932,-3.735201,-0.190280,-79.999321,-1284.476440,-8.000079,0.000000
0.400000,-0.900406,-1284.476440,-0.023343,-0.314672,-7.992673,-4.005206,-0.204035,-79.926735,-1284.476440,-7.977860,0.000000
0.500000,-0.857208,-1284.520874,-0.023114,-0.311218,-7.904927,-3.813053,-0.194246,-79.049271,-1284.520874,-7.892994,0.000000
0.600000,-0.770065,-1284.565430,-0.023092,-0.307863,-7.819731,-3.425421,-0.174499,-78.197304,-1284.565430,-7.808309,0.000000
0.700000,-0.806183,-1284.476440,-0.023179,-0.304527,-7.734985,-3.586081,-0.182684,-77.349854,-1284.476440,-7.723625,0.000000
0.800000,-0.744003,-1284.476440,-0.023157,-0.301192,-7.650284,-3.309492,-0.168594,-76.502838,-1284.476440,-7.638940,0.000000
0.900000,-0.742142,-1284.476440,-0.023149,-0.297854,-7.565495,-3.301211,-0.168172,-75.654945,-1284.476440,-7.554256,0.000000
1.000000,-0.749969,-1284.520874,-0.023149,-0.294522,-7.480871,-3.336031,-0.169946,-74.808716,-1284.520874,-7.469571,0.000000
1.100000,-0.701920,-1284.476440,-0.023123,-0.291185,-7.396100,-3.122294,-0.159057,-73.960999,-1284.476440,-7.384886,0.000000
1.200000,-0.719055,-1284.476440,-0.023105,-0.287850,-7.311389,-3.198517,-0.162940,-73.113892,-1284.476440,-7.300201,0.000000
1.300000,-0.669907,-1284.476440,-0.023110,-0.284516,-7.226713,-2.979893,-0.151803,-72.267136,-1284.476440,-7.215335,0.000000
