Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-0.731339,-1290.436890,-0.022109,-0.314961,-8.000009,-3.253156,-0.165724,-80.000092,-1290.436890,-8.000071,0.000000
0.300000,-0.729858,-1290.481323,-0.022092,-0.314961,-8.000009,-3.246572,-0.165388,-80.000092,-1290.481323,-8.000071,0.000000
0.400000,-0.775650,-1290.481323,-0.022114,-0.313419,-7.960837,-3.450264,-0.175765,-79.608368,-1290.481323,-7.948895,0.000000
0.500000,-0.697464,-1290.481323,-0.022127,-0.310075,-7.875901,-3.102475,-0.158048,-78.759010,-1290.481323,-7.864211,0.000000
0.600000,-0.688889,-1290.481323,-0.022148,-0.306731,-7.790973,-3.064329,-0.156104,-77.909729,-1290.481323,-7.779344,0.000000
0.700000,-0.666916,-1290.436890,-0.022118,-0.303391,-7.706132,-2.966590,-0.151125,-77.061325,-1290.436890,-7.694659,0.000000
0.800000,-0.631546,-1290.525879,-0.022148,-0.300060,-7.621526,-2.809257,-0.143110,-76.215263,-1290.525879,-7.609975,0.000000
0.900000,-0.651657,-1290.436890,-0.022140,-0.296722,-7.536729,-2.898715,-0.147668,-75.367287,-1290.436890,-7.525290,0.000000
1.000000,-0.593201,-1290.436890,-0.022109,-0.293387,-7.452026,-2.638688,-0.134421,-74.520264,-1290.436890,-7.440605,0.000000
1.100000,-0.601013,-1290.436890,-0.022148,-0.290054,-7.367359,-2.673440,-0.136192,-73.673592,-1290.436890,-7.355920,0.000000
1.200000,-0.592072,-1290.481323,-0.022148,-0.286714,-7.282545,-2.633666,-0.134165,-72.825455,-1290.481323,-7.271236,0.000000
1.300000,-0.544037,-1290.392334,-0.022131,-0.283383,-7.197938,-2.419997,-0.123281,-71.979385,-1290.392334,-7.186552,0.000000
1.400000,-0.570480,-1290.436890,-0.022127,-0.280046,-7.113175,-2.537623,-0.129273,-71.131760,-1290.436890,-7.101685,0.000000
1.500000,-0.534729,-1290.436890,-0.022127,-0.276711,-7.028465,-2.378593,-0.121171,-70.284653,-1290.436890,-7.017001,0.000000
1.600000,-0.542175,-1290.481323,-0.022140,-0.273379,-6.943815,-2.411716,-0.122859,-69.438148,-1290.481323,-6.932316,0.000000
1.700000,-0.540695,-1290.481323,-0.022118,-0.270040,-6.859017,-2.405132,-0.122523,-68.590179,-1290.481323,-6.847631,0.000000
1.800000,-0.497116,-1290.436890,-0.022105,-0.266708,-6.774377,-2.211283,-0.112648,-67.743767,-1290.436890,-6.762946,0.000000
1.900000,-0.511276,-1290.525879,-0.022131,-0.263374,-6.689692,-2.274270,-0.115857,-66.896919,-1290.525879,-6.678262,0.000000
2.000000,-0.501221,-1290.481323,-0.022105,-0.260036,-6.604921,-2.229541,-0.113578,-66.049210,-1290.481323,-6.593577,0.000000
2.100000,-0.478134,-1290.525879,-0.022153,-0.256705,-6.520297,-2.126847,-0.108347,-65.202965,-1290.525879,-6.508893,0.000000
