Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-0.529510,-1288.168335,-0.009390,-0.314967,-8.000166,-2.355380,-0.119989,-80.001656,-1288.168335,-8.000044,0.000000
0.300000,-0.544785,-1288.168335,-0.009399,-0.314967,-8.000166,-2.423323,-0.123450,-80.001656,-1288.168335,-8.000044,0.000000
0.400000,-0.531372,-1288.079346,-0.009416,-0.314967,-8.000166,-2.363661,-0.120411,-80.001656,-1288.079346,-7.998222,0.000000
0.500000,-0.536224,-1288.168335,-0.009416,-0.311990,-7.924552,-2.385245,-0.121510,-79.245522,-1288.168335,-7.913538,0.000000
0.600000,-0.479996,-1288.168335,-0.009451,-0.308663,-7.840049,-2.135128,-0.108769,-78.400497,-1288.168335,-7.828854,0.000000
0.700000,-0.445358,-1288.168335,-0.009421,-0.305328,-7.755330,-1.981053,-0.100920,-77.553299,-1288.168335,-7.744169,0.000000
0.800000,-0.436798,-1288.079346,-0.009442,-0.301995,-7.670662,-1.942975,-0.098980,-76.706627,-1288.079346,-7.659484,0.000000
0.900000,-0.401413,-1288.079346,-0.009425,-0.298659,-7.585935,-1.785574,-0.090961,-75.859344,-1288.079346,-7.574800,0.000000
1.000000,-0.397690,-1288.168335,-0.009459,-0.295323,-7.501198,-1.769013,-0.090118,-75.011986,-1288.168335,-7.490116,0.000000
1.100000,-0.385406,-1288.168335,-0.009434,-0.291989,-7.416531,-1.714374,-0.087334,-74.165314,-1288.168335,-7.405431,0.000000
1.200000,-0.362686,-1288.123901,-0.009429,-0.288654,-7.331803,-1.613309,-0.082186,-73.318031,-1288.123901,-7.320563,0.000000
1.300000,-0.386520,-1288.123901,-0.009425,-0.285318,-7.247084,-1.719329,-0.087587,-72.470840,-1288.123901,-7.235879,0.000000
1.400000,-0.328812,-1288.168335,-0.009408,-0.281984,-7.162382,-1.462627,-0.074510,-71.623825,-1288.168335,-7.151195,0.000000
