Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-0.566757,-1291.415405,-0.009352,-0.314964,-8.000078,-2.521062,-0.128429,-80.000786,-1291.415405,-8.000131,0.000000
0.300000,-0.565628,-1291.326538,-0.009356,-0.314964,-8.000078,-2.516039,-0.128173,-80.000786,-1291.326538,-8.000131,0.000000
0.400000,-0.567123,-1291.370972,-0.009365,-0.314963,-8.000071,-2.522691,-0.128512,-80.000702,-1291.370972,-7.997763,0.000000
0.500000,-0.579407,-1291.415405,-0.009386,-0.311969,-7.924005,-2.577330,-0.131295,-79.240051,-1291.415405,-7.912897,0.000000
0.600000,-0.498230,-1291.370972,-0.009399,-0.308635,-7.839330,-2.216238,-0.112901,-78.393295,-1291.370972,-7.828212,0.000000
0.700000,-0.466217,-1291.370972,-0.009395,-0.305297,-7.754550,-2.073837,-0.105646,-77.545494,-1291.370972,-7.743527,0.000000
0.800000,-0.457275,-1291.370972,-0.009378,-0.301964,-7.669874,-2.034063,-0.103620,-76.698738,-1291.370972,-7.658842,0.000000
0.900000,-0.404022,-1291.326538,-0.009399,-0.298625,-7.585085,-1.797181,-0.091553,-75.850853,-1291.326538,-7.574158,0.000000
1.000000,-0.419296,-1291.370972,-0.009395,-0.295292,-7.500409,-1.865123,-0.095014,-75.004089,-1291.370972,-7.489473,0.000000
1.100000,-0.386902,-1291.370972,-0.009395,-0.291957,-7.415699,-1.721025,-0.087673,-74.156982,-1291.370972,-7.404789,0.000000
1.200000,-0.363068,-1291.415405,-0.009382,-0.288622,-7.330988,-1.615005,-0.082272,-73.309883,-1291.415405,-7.320104,0.000000
1.300000,-0.386902,-1291.370972,-0.009386,-0.285288,-7.246312,-1.721025,-0.087673,-72.463127,-1291.370972,-7.235238,0.000000
1.400000,-0.345932,-1291.415405,-0.009403,-0.281951,-7.161567,-1.538782,-0.078389,-71.615669,-1291.415405,-7.150553,0.000000
1.500000,-0.349655,-1291.370972,-0.009399,-0.278616,-7.076848,-1.555344,-0.079233,-70.768478,-1291.370972,-7.065868,0.000000
1.600000,-0.333282,-1291.326538,-0.009390,-0.275283,-6.992189,-1.482515,-0.075523,-69.921890,-1291.326538,-6.981184,0.000000
1.700000,-0.311676,-1291.415405,-0.009365,-0.271946,-6.907434,-1.386404,-0.070627,-69.074348,-1291.415405,-6.896499,0.000000
