Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-0.229752,-1226.295288,-0.014310,-0.314962,-8.000036,-1.021986,-0.052062,-80.000366,-1226.295288,-8.000114,0.000000
0.300000,-0.234604,-1226.339844,-0.014344,-0.314962,-8.000036,-1.043570,-0.053162,-80.000366,-1226.339844,-8.000114,0.000000
0.400000,-0.252838,-1226.295288,-0.014331,-0.314962,-8.000036,-1.124680,-0.057294,-80.000366,-1226.295288,-8.000114,0.000000
0.500000,-0.263275,-1226.339844,-0.014366,-0.312206,-7.930033,-1.171106,-0.059659,-79.300331,-1226.339844,-7.919436,0.000000
0.600000,-0.254333,-1226.339844,-0.014370,-0.308894,-7.845904,-1.131332,-0.057633,-78.459038,-1226.339844,-7.834751,0.000000
0.700000,-0.226410,-1226.339844,-0.014379,-0.305557,-7.761149,-1.007122,-0.051305,-77.611496,-1226.339844,-7.750067,0.000000
0.800000,-0.239059,-1226.384277,-0.014357,-0.302222,-7.676448,-1.063390,-0.054172,-76.764481,-1226.384277,-7.665200,0.000000
0.900000,-0.192886,-1226.295288,-0.014336,-0.298887,-7.591738,-0.858001,-0.043709,-75.917381,-1226.295288,-7.580515,0.000000
1.000000,-0.208160,-1226.384277,-0.014331,-0.295551,-7.506992,-0.925944,-0.047170,-75.069923,-1226.384277,-7.495831,0.000000
1.100000,-0.198853,-1226.384277,-0.014349,-0.292218,-7.422325,-0.884540,-0.045061,-74.223251,-1226.384277,-7.411146,0.000000
1.200000,-0.175385,-1226.339844,-0.014375,-0.288881,-7.337588,-0.780149,-0.039743,-73.375885,-1226.339844,-7.326462,0.000000
1.300000,-0.187302,-1226.339844,-0.014344,-0.285546,-7.252860,-0.833159,-0.042443,-72.528603,-1226.339844,-7.241777,0.000000
1.400000,-0.166458,-1226.428833,-0.014336,-0.282212,-7.168175,-0.740443,-0.037720,-71.681755,-1226.428833,-7.157093,0.000000
1.500000,-0.167572,-1226.384277,-0.014366,-0.278875,-7.083422,-0.745398,-0.037972,-70.834221,-1226.384277,-7.072408,0.000000
1.600000,-0.180603,-1226.384277,-0.014366,-0.275541,-6.998737,-0.803362,-0.040925,-69.987373,-1226.384277,-6.987724,0.000000
1.700000,-0.154160,-1226.384277,-0.014362,-0.272206,-6.914035,-0.685736,-0.034933,-69.140350,-1226.384277,-6.902856,0.000000
1.800000,-0.167572,-1226.428833,-0.014362,-0.268873,-6.829368,-0.745398,-0.037972,-68.293686,-1226.428833,-6.818172,0.000000
1.900000,-0.164597,-1226.339844,-0.014353,-0.265538,-6.744666,-0.732162,-0.037298,-67.446663,-1226.339844,-6.733488,0.000000
2.000000,-0.135178,-1226.339844,-0.014349,-0.262202,-6.659938,-0.601300,-0.030632,-66.599380,-1226.339844,-6.648803,0.000000
2.100000,-0.157883,-1226.339844,-0.014388,-0.258868,-6.575236,-0.702297,-0.035777,-65.752357,-1226.339844,-6.564118,0.000000
2.200000,-0.138901,-1226.384277,-0.014366,-0.255532,-6.490517,-0.617861,-0.031475,-64.905174,-1226.384277,-6.479434,0.000000
2.300000,-0.149704,-1226.339844,-0.014336,-0.252196,-6.405789,-0.665917,-0.033923,-64.057892,-1226.339844,-6.394750,0.000000
2.400000,-0.171661,-1226.384277,-0.014344,-0.248863,-6.321113,-0.763588,-0.038899,-63.211128,-1226.384277,-6.310064,0.000000
2.500000,-0.129959,-1226.384277,-0.014362,-0.245527,-6.236376,-0.578087,-0.029449,-62.363762,-1226.384277,-6.225198,0.000000
2.600000,-0.159378,-1226.295288,-0.014349,-0.242193,-6.151700,-0.708949,-0.036116,-61.517002,-1226.295288,-6.140513,0.000000
2.700000,-0.142242,-1226.428833,-0.014353,-0.238858,-6.066990,-0.632726,-0.032233,-60.669899,-1226.428833,-6.055829,0.000000
2.800000,-0.128845,-1226.339844,-0.014331,-0.235522,-5.982262,-0.573132,-0.029197,-59.822620,-1226.339844,-5.971144,0.000000
2.900000,-0.165329,-1226.384277,-0.014366,-0.232188,-5.897577,-0.735420,-0.037464,-58.975773,-1226.384277,-5.886459,0.000000
3.000000,-0.132935,-1226.339844,-0.014336,-0.228853,-5.812858,-0.591322,-0.030123,-58.128582,-1226.339844,-5.801775,0.000000
3.100000,-0.150818,-1226.339844,-0.014357,-0.225518,-5.728148,-0.670871,-0.034176,-57.281475,-1226.339844,-5.717090,0.000000
3.200000,-0.145233,-1226.339844,-0.014340,-0.222184,-5.643471,-0.646029,-0.032910,-56.434715,-1226.339844,-5.632406,0.000000
3.300000,-0.133316,-1226.339844,-0.014353,-0.218850,-5.558787,-0.593019,-0.030210,-55.587872,-1226.339844,-5.547721,0.000000
3.400000,-0.150070,-1226.384277,-0.014362,-0.215515,-5.474085,-0.667546,-0.034006,-54.740852,-1226.384277,-5.462854,0.000000
3.500000,-0.122513,-1226.339844,-0.014327,-0.212180,-5.389374,-0.544964,-0.027762,-53.893745,-1226.339844,-5.378170,0.000000
3.600000,-0.149704,-1226.339844,-0.014362,-0.208844,-5.304638,-0.665917,-0.033923,-53.046379,-1226.339844,-5.293485,0.000000
3.700000,-0.152298,-1226.384277,-0.014323,-0.205510,-5.219962,-0.677455,-0.034511,-52.199619,-1226.384277,-5.208800,0.000000
3.800000,-0.124374,-1226.384277,-0.014353,-0.202175,-5.135234,-0.553245,-0.028184,-51.352341,-1226.384277,-5.124116,0.000000
3.900000,-0.145966,-1226.384277,-0.014375,-0.198840,-5.050523,-0.649287,-0.033076,-50.505234,-1226.384277,-5.039432,0.000000
4.000000,-0.126236,-1226.384277,-0.014353,-0.195504,-4.965812,-0.561526,-0.028605,-49.658123,-1226.384277,-4.954747,0.000000
4.100000,-0.135178,-1226.339844,-0.014362,-0.192170,-4.881111,-0.601300,-0.030632,-48.811111,-1226.339844,-4.870062,0.000000
4.200000,-0.150436,-1226.384277,-0.014353,-0.188835,-4.796418,-0.669175,-0.034089,-47.964176,-1226.384277,-4.785196,0.000000
4.300000,-0.124008,-1226.384277,-0.014353,-0.185500,-4.711699,-0.551616,-0.028101,-47.116985,-1226.384277,-4.700511,0.000000
4.400000,-0.141876,-1226.339844,-0.014323,-0.182165,-4.626996,-0.631097,-0.032150,-46.269962,-1226.339844,-4.615826,0.000000
4.500000,-0.142624,-1226.339844,-0.014370,-0.178830,-4.542295,-0.634423,-0.032319,-45.422943,-1226.339844,-4.531142,0.000000
4.600000,-0.118423,-1226.339844,-0.014357,-0.175495,-4.457566,-0.526774,-0.026835,-44.575661,-1226.339844,-4.446457,0.000000
4.700000,-0.139648,-1226.339844,-0.014370,-0.172161,-4.372890,-0.621187,-0.031645,-43.728905,-1226.339844,-4.361773,0.000000
4.800000,-0.116928,-1226.384277,-0.014357,-0.168826,-4.288171,-0.520122,-0.026496,-42.881714,-1226.384277,-4.277088,0.000000
4.900000,-0.129593,-1226.384277,-0.014353,-0.165491,-4.203460,-0.576458,-0.029366,-42.034603,-1226.384277,-4.192403,0.000000
5.000000,-0.135925,-1226.295288,-0.014357,-0.162156,-4.118750,-0.604626,-0.030801,-41.187500,-1226.295288,-4.107719,0.000000
5.100000,-0.111343,-1226.339844,-0.014340,-0.158821,-4.034048,-0.495280,-0.025231,-40.340481,-1226.339844,-4.022852,0.000000
5.200000,-0.129959,-1226.339844,-0.014323,-0.155487,-3.949364,-0.578087,-0.029449,-39.493637,-1226.339844,-3.938168,0.000000
5.300000,-0.122513,-1226.339844,-0.014357,-0.152151,-3.864644,-0.544964,-0.027762,-38.646442,-1226.339844,-3.853483,0.000000
5.400000,-0.134796,-1226.384277,-0.014331,-0.148817,-3.779960,-0.599603,-0.030545,-37.799599,-1226.384277,-3.768799,0.000000
5.500000,-0.148575,-1226.384277,-0.014379,-0.145482,-3.695249,-0.660894,-0.033668,-36.952488,-1226.384277,-3.684114,0.000000
5.600000,-0.109482,-1226.339844,-0.014340,-0.142147,-3.610538,-0.486999,-0.024809,-36.105385,-1226.339844,-3.599429,0.000000
5.700000,-0.132202,-1226.339844,-0.014362,-0.138811,-3.525802,-0.588065,-0.029957,-35.258018,-1226.339844,-3.514745,0.000000
5.800000,-0.118790,-1226.339844,-0.014344,-0.135477,-3.441117,-0.528403,-0.026918,-34.411171,-1226.339844,-3.430060,0.000000
5.900000,-0.119904,-1226.339844,-0.014388,-0.132140,-3.356363,-0.533358,-0.027171,-33.563629,-1226.339844,-3.345376,0.000000
6.000000,-0.137039,-1226.384277,-0.014344,-0.128810,-3.271774,-0.609581,-0.031054,-32.717739,-1226.384277,-3.260509,0.000000
6.100000,-0.100540,-1226.384277,-0.014331,-0.125474,-3.187037,-0.447225,-0.022783,-31.870375,-1226.384277,-3.175824,0.000000
6.200000,-0.118042,-1226.339844,-0.014362,-0.122138,-3.102301,-0.525077,-0.026749,-31.023008,-1226.339844,-3.091140,0.000000
6.300000,-0.135544,-1226.339844,-0.014336,-0.118805,-3.017642,-0.602929,-0.030715,-30.176422,-1226.339844,-3.006455,0.000000
6.400000,-0.102402,-1226.384277,-0.014357,-0.115469,-2.932906,-0.455506,-0.023205,-29.329056,-1226.384277,-2.921770,0.000000
6.500000,-0.120285,-1226.339844,-0.014353,-0.112134,-2.848204,-0.535055,-0.027257,-28.482038,-1226.339844,-2.837086,0.000000
6.600000,-0.120651,-1226.428833,-0.014370,-0.108799,-2.763502,-0.536684,-0.027340,-27.635017,-1226.428833,-2.752401,0.000000
6.700000,-0.109116,-1226.384277,-0.014383,-0.105463,-2.678756,-0.485370,-0.024726,-26.787563,-1226.384277,-2.667717,0.000000
6.800000,-0.135178,-1226.384277,-0.014357,-0.102129,-2.594081,-0.601300,-0.030632,-25.940807,-1226.384277,-2.582850,0.000000
6.900000,-0.090866,-1226.339844,-0.014383,-0.098794,-2.509370,-0.404193,-0.020591,-25.093699,-1226.339844,-2.498165,0.000000
7.000000,-0.125122,-1226.339844,-0.014379,-0.095459,-2.424659,-0.556571,-0.028353,-24.246593,-1226.339844,-2.413481,0.000000
7.100000,-0.118423,-1226.428833,-0.014366,-0.092125,-2.339966,-0.526774,-0.026835,-23.399658,-1226.428833,-2.328796,0.000000
7.200000,-0.097198,-1226.428833,-0.014370,-0.088788,-2.255221,-0.432360,-0.022025,-22.552206,-1226.428833,-2.244112,0.000000
