Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-1.124573,-1007.938354,-0.013077,-0.314959,-7.999949,-5.002349,-0.254832,-79.999496,-1007.938354,-8.000131,0.000000
0.300000,-1.137604,-1007.938354,-0.013077,-0.314959,-7.999949,-5.060314,-0.257785,-79.999496,-1007.938354,-8.000131,0.000000
0.400000,-1.172607,-1008.027283,-0.013340,-0.314842,-7.996992,-5.216018,-0.265717,-79.969917,-1008.027283,-7.984105,0.000000
0.500000,-1.143188,-1007.982849,-0.013116,-0.311446,-7.910738,-5.085156,-0.259050,-79.107376,-1007.982849,-7.899238,0.000000
0.600000,-1.080261,-1007.982849,-0.013107,-0.308096,-7.825627,-4.805242,-0.244791,-78.256279,-1007.982849,-7.814554,0.000000
0.700000,-1.008392,-1007.938354,-0.013107,-0.304760,-7.740909,-4.485553,-0.228505,-77.409088,-1007.938354,-7.729869,0.000000
0.800000,-1.045258,-1007.982849,-0.013111,-0.301425,-7.656207,-4.649538,-0.236859,-76.562065,-1007.982849,-7.645184,0.000000
0.900000,-0.981949,-1008.027283,-0.013103,-0.298090,-7.571488,-4.367927,-0.222513,-75.714882,-1008.027283,-7.560499,0.000000
1.000000,-0.979340,-1007.982849,-0.013090,-0.294754,-7.486742,-4.356320,-0.221922,-74.867424,-1007.982849,-7.475815,0.000000
1.100000,-0.976730,-1007.982849,-0.013090,-0.291420,-7.402058,-4.344714,-0.221330,-74.020576,-1007.982849,-7.391130,0.000000
1.200000,-0.910080,-1007.938354,-0.013103,-0.288085,-7.317356,-4.048238,-0.206227,-73.173553,-1007.938354,-7.306446,0.000000
1.300000,-0.957001,-1007.982849,-0.013077,-0.284749,-7.232627,-4.256952,-0.216859,-72.326279,-1007.982849,-7.221580,0.000000
1.400000,-0.920502,-1007.938354,-0.013116,-0.281416,-7.147960,-4.094596,-0.208589,-71.479607,-1007.938354,-7.136895,0.000000
1.500000,-0.889236,-1008.027283,-0.013103,-0.278081,-7.063259,-3.955521,-0.201504,-70.632591,-1008.027283,-7.052210,0.000000
1.600000,-0.910461,-1007.938354,-0.013107,-0.274744,-6.978487,-4.049935,-0.206314,-69.784874,-1007.938354,-6.967525,0.000000
1.700000,-0.871735,-1007.982849,-0.013098,-0.271409,-6.893785,-3.877669,-0.197538,-68.937851,-1007.982849,-6.882841,0.000000
1.800000,-0.879547,-1007.982849,-0.013094,-0.268074,-6.809092,-3.912421,-0.199308,-68.090919,-1007.982849,-6.798156,0.000000
1.900000,-0.863159,-1007.982849,-0.013111,-0.264741,-6.724424,-3.839524,-0.195595,-67.244247,-1007.982849,-6.713472,0.000000
2.000000,-0.827423,-1007.982849,-0.013098,-0.261406,-6.639714,-3.680562,-0.187497,-66.397141,-1007.982849,-6.628787,0.000000
2.100000,-0.878052,-1007.982849,-0.013094,-0.258071,-6.554995,-3.905769,-0.198969,-65.549942,-1007.982849,-6.544102,0.000000
2.200000,-0.822952,-1007.938354,-0.013085,-0.254736,-6.470301,-3.660675,-0.186484,-64.703011,-1007.938354,-6.459236,0.000000
