Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-0.900024,-1283.987183,-0.024778,-0.314962,-8.000035,-4.003509,-0.203948,-80.000359,-1283.987183,-8.000071,0.000000
0.300000,-0.891830,-1283.942627,-0.024800,-0.314962,-8.000035,-3.967060,-0.202092,-80.000359,-1283.942627,-8.000071,0.000000
0.400000,-0.925339,-1283.942627,-0.024877,-0.314126,-7.978788,-4.116112,-0.209685,-79.787888,-1283.942627,-7.964193,0.000000
0.500000,-0.884003,-1283.898193,-0.024796,-0.310683,-7.891346,-3.932240,-0.200318,-78.913460,-1283.898193,-7.879508,0.000000
0.600000,-0.857193,-1283.942627,-0.024826,-0.307335,-7.806314,-3.812985,-0.194243,-78.063148,-1283.942627,-7.794824,0.000000
0.700000,-0.798355,-1283.942627,-0.024804,-0.303998,-7.721543,-3.551261,-0.180910,-77.215431,-1283.942627,-7.710139,0.000000
0.800000,-0.811020,-1283.987183,-0.024808,-0.300661,-7.636781,-3.607597,-0.183780,-76.367813,-1283.987183,-7.625455,0.000000
0.900000,-0.785324,-1283.987183,-0.024770,-0.297329,-7.552166,-3.493296,-0.177957,-75.521660,-1283.987183,-7.540770,0.000000
1.000000,-0.743622,-1283.987183,-0.024804,-0.293990,-7.467351,-3.307795,-0.168507,-74.673508,-1283.987183,-7.456086,0.000000
1.100000,-0.759262,-1283.942627,-0.024804,-0.290658,-7.382710,-3.377367,-0.172051,-73.827103,-1283.942627,-7.371401,0.000000
1.200000,-0.698944,-1283.942627,-0.024804,-0.287323,-7.298008,-3.109059,-0.158383,-72.980080,-1283.942627,-7.286716,0.000000
1.300000,-0.723511,-1283.987183,-0.024834,-0.283985,-7.213228,-3.218337,-0.163950,-72.132278,-1283.987183,-7.201849,0.000000
1.400000,-0.704529,-1283.942627,-0.024817,-0.280654,-7.128621,-3.133901,-0.159649,-71.286209,-1283.942627,-7.117165,0.000000
1.500000,-0.659470,-1283.942627,-0.024834,-0.277316,-7.043815,-2.933467,-0.149438,-70.438148,-1283.942627,-7.032480,0.000000
1.600000,-0.697083,-1283.942627,-0.024830,-0.273980,-6.959105,-3.100778,-0.157961,-69.591049,-1283.942627,-6.947796,0.000000
1.700000,-0.651642,-1283.942627,-0.024770,-0.270648,-6.874464,-2.898648,-0.147664,-68.744637,-1283.942627,-6.863111,0.000000
1.800000,-0.655365,-1283.898193,-0.024843,-0.267309,-6.789639,-2.915209,-0.148508,-67.896400,-1283.898193,-6.778427,0.000000
1.900000,-0.665054,-1283.898193,-0.024826,-0.263978,-6.705034,-2.958309,-0.150703,-67.050339,-1283.898193,-6.693743,0.000000
2.000000,-0.607712,-1283.853638,-0.024860,-0.260642,-6.620296,-2.703237,-0.137709,-66.202965,-1283.853638,-6.609058,0.000000
2.100000,-0.657227,-1284.031616,-0.024826,-0.257304,-6.535534,-2.923490,-0.148930,-65.355339,-1284.031616,-6.524190,0.000000
