Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.200000,-0.621490,-1148.809570,-0.009572,-0.314962,-8.000044,-2.764528,-0.140832,-80.000443,-1148.809570,-8.000113,0.000000
0.300000,-0.625595,-1148.854004,-0.009550,-0.314962,-8.000044,-2.782786,-0.141762,-80.000443,-1148.854004,-8.000113,0.000000
0.400000,-0.638626,-1148.765015,-0.009623,-0.314946,-7.999619,-2.840751,-0.144715,-79.996193,-1148.765015,-7.990644,0.000000
0.500000,-0.615906,-1148.720581,-0.009589,-0.311701,-7.917215,-2.739686,-0.139566,-79.172150,-1148.720581,-7.905959,0.000000
0.600000,-0.580902,-1148.765015,-0.009528,-0.308368,-7.832540,-2.583982,-0.131634,-78.325394,-1148.765015,-7.821274,0.000000
0.700000,-0.583878,-1148.809570,-0.009541,-0.305035,-7.747881,-2.597217,-0.132309,-77.478813,-1148.809570,-7.736589,0.000000
0.800000,-0.525421,-1148.809570,-0.009528,-0.301698,-7.663127,-2.337190,-0.119062,-76.631271,-1148.809570,-7.651906,0.000000
0.900000,-0.522064,-1148.809570,-0.009576,-0.298363,-7.578424,-2.322258,-0.118301,-75.784248,-1148.809570,-7.567221,0.000000
1.000000,-0.495636,-1148.809570,-0.009606,-0.295029,-7.493741,-2.204699,-0.112313,-74.937408,-1148.809570,-7.482536,0.000000
1.100000,-0.478134,-1148.765015,-0.009585,-0.291692,-7.408986,-2.126847,-0.108347,-74.089867,-1148.765015,-7.397851,0.000000
1.200000,-0.482971,-1148.809570,-0.009572,-0.288360,-7.324337,-2.148363,-0.109443,-73.243362,-1148.809570,-7.313166,0.000000
1.300000,-0.457275,-1148.854004,-0.009602,-0.285027,-7.239686,-2.034063,-0.103620,-72.396866,-1148.854004,-7.228300,0.000000
1.400000,-0.463226,-1148.765015,-0.009541,-0.281691,-7.154941,-2.060534,-0.104969,-71.549416,-1148.765015,-7.143615,0.000000
1.500000,-0.468079,-1148.765015,-0.009593,-0.278357,-7.070257,-2.082118,-0.106068,-70.702576,-1148.765015,-7.058931,0.000000
1.600000,-0.431580,-1148.809570,-0.009537,-0.275019,-6.985477,-1.919762,-0.097797,-69.854774,-1148.809570,-6.974247,0.000000
1.700000,-0.455780,-1148.809570,-0.009585,-0.271685,-6.900801,-2.027411,-0.103281,-69.008003,-1148.809570,-6.889562,0.000000
1.800000,-0.415573,-1148.765015,-0.009589,-0.268350,-6.816082,-1.848562,-0.094170,-68.160820,-1148.765015,-6.804877,0.000000
1.900000,-0.427856,-1148.765015,-0.009593,-0.265014,-6.731345,-1.903201,-0.096954,-67.313446,-1148.765015,-6.720192,0.000000
2.000000,-0.436798,-1148.765015,-0.009585,-0.261681,-6.646687,-1.942975,-0.098980,-66.466866,-1148.765015,-6.635508,0.000000
2.100000,-0.388016,-1148.765015,-0.009593,-0.258343,-6.561924,-1.725980,-0.087926,-65.619240,-1148.765015,-6.550823,0.000000
2.200000,-0.420776,-1148.809570,-0.009567,-0.255014,-6.477344,-1.871707,-0.095349,-64.773437,-1148.809570,-6.465956,0.000000
2.300000,-0.393967,-1148.765015,-0.009520,-0.251679,-6.392641,-1.752451,-0.089274,-63.926414,-1148.765015,-6.381272,0.000000
2.400000,-0.384659,-1148.854004,-0.009597,-0.248345,-6.307957,-1.711048,-0.087165,-63.079567,-1148.854004,-6.296587,0.000000
2.500000,-0.415192,-1148.809570,-0.009537,-0.245008,-6.223212,-1.846865,-0.094084,-62.232117,-1148.809570,-6.211903,0.000000
2.600000,-0.369400,-1148.765015,-0.009589,-0.241673,-6.138501,-1.643173,-0.083707,-61.385010,-1148.765015,-6.127218,0.000000
2.700000,-0.398071,-1148.765015,-0.009563,-0.238337,-6.053755,-1.770710,-0.090204,-60.537556,-1148.765015,-6.042533,0.000000
2.800000,-0.391739,-1148.765015,-0.009533,-0.235004,-5.969097,-1.742542,-0.088769,-59.690968,-1148.765015,-5.957849,0.000000
2.900000,-0.350037,-1148.720581,-0.009580,-0.231666,-5.884317,-1.557041,-0.079319,-58.843170,-1148.720581,-5.873165,0.000000
3.000000,-0.380569,-1148.765015,-0.009567,-0.228332,-5.799632,-1.692858,-0.086238,-57.996323,-1148.765015,-5.788298,0.000000
3.100000,-0.352264,-1148.765015,-0.009541,-0.224998,-5.714939,-1.566950,-0.079824,-57.149395,-1148.765015,-5.703613,0.000000
3.200000,-0.361206,-1148.854004,-0.009533,-0.221662,-5.630220,-1.606725,-0.081850,-56.302200,-1148.854004,-5.618928,0.000000
3.300000,-0.357483,-1148.765015,-0.009585,-0.218329,-5.545544,-1.590163,-0.081007,-55.455441,-1148.765015,-5.534244,0.000000
3.400000,-0.322098,-1148.765015,-0.009580,-0.214993,-5.460825,-1.432763,-0.072988,-54.608250,-1148.765015,-5.449559,0.000000
3.500000,-0.364548,-1148.809570,-0.009593,-0.211657,-5.376080,-1.621589,-0.082608,-53.760796,-1148.809570,-5.364875,0.000000
3.600000,-0.342957,-1148.809570,-0.009606,-0.208324,-5.291421,-1.525547,-0.077715,-52.914207,-1148.809570,-5.280190,0.000000
3.700000,-0.328064,-1148.809570,-0.009550,-0.204988,-5.206693,-1.459301,-0.074340,-52.066929,-1148.809570,-5.195506,0.000000
3.800000,-0.363068,-1148.765015,-0.009559,-0.201654,-5.121999,-1.615005,-0.082272,-51.219997,-1148.765015,-5.110821,0.000000
3.900000,-0.321732,-1148.765015,-0.009537,-0.198318,-5.037271,-1.431134,-0.072905,-50.372715,-1148.765015,-5.025954,0.000000
4.000000,-0.341461,-1148.765015,-0.009563,-0.194981,-4.952518,-1.518895,-0.077376,-49.525177,-1148.765015,-4.941269,0.000000
4.100000,-0.340347,-1148.854004,-0.009597,-0.191648,-4.867859,-1.513940,-0.077124,-48.678589,-1148.854004,-4.856585,0.000000
4.200000,-0.316147,-1148.854004,-0.009572,-0.188311,-4.783097,-1.406291,-0.071640,-47.830967,-1148.854004,-4.771901,0.000000
4.300000,-0.350403,-1148.854004,-0.009541,-0.184977,-4.698412,-1.558670,-0.079402,-46.984119,-1148.854004,-4.687216,0.000000
4.400000,-0.311310,-1148.809570,-0.009623,-0.181643,-4.613736,-1.384775,-0.070544,-46.137360,-1148.809570,-4.602531,0.000000
4.500000,-0.319504,-1148.809570,-0.009546,-0.178306,-4.528982,-1.421224,-0.072401,-45.289822,-1148.809570,-4.517847,0.000000
4.600000,-0.335876,-1148.809570,-0.009589,-0.174973,-4.444324,-1.494053,-0.076111,-44.443237,-1148.809570,-4.433162,0.000000
4.700000,-0.291565,-1148.809570,-0.009602,-0.171637,-4.359578,-1.296946,-0.066070,-43.595783,-1148.809570,-4.348295,0.000000
4.800000,-0.325455,-1148.765015,-0.009559,-0.168302,-4.274868,-1.447695,-0.073749,-42.748672,-1148.765015,-4.263611,0.000000
4.900000,-0.306091,-1148.854004,-0.009585,-0.164969,-4.190200,-1.361562,-0.069361,-41.902004,-1148.854004,-4.178926,0.000000
5.000000,-0.302734,-1148.809570,-0.009563,-0.161631,-4.105438,-1.346630,-0.068601,-41.054379,-1148.809570,-4.094242,0.000000
5.100000,-0.321365,-1148.765015,-0.009585,-0.158299,-4.020788,-1.429505,-0.072822,-40.207878,-1148.765015,-4.009557,0.000000
5.200000,-0.289703,-1148.765015,-0.009559,-0.154963,-3.936051,-1.288665,-0.065648,-39.360512,-1148.765015,-3.924872,0.000000
5.300000,-0.310181,-1148.809570,-0.009554,-0.151627,-3.851323,-1.379753,-0.070288,-38.513233,-1148.809570,-3.840188,0.000000
5.400000,-0.300507,-1148.765015,-0.009572,-0.148294,-3.766656,-1.336720,-0.068096,-37.666561,-1148.765015,-3.755503,0.000000
5.500000,-0.279282,-1148.854004,-0.009615,-0.144957,-3.681902,-1.242307,-0.063286,-36.819019,-1148.854004,-3.670819,0.000000
5.600000,-0.330673,-1148.809570,-0.009563,-0.141623,-3.597235,-1.470908,-0.074932,-35.972351,-1148.809570,-3.585952,0.000000
5.700000,-0.288956,-1148.765015,-0.009597,-0.138288,-3.512524,-1.285339,-0.065478,-35.125240,-1148.765015,-3.501267,0.000000
5.800000,-0.304977,-1148.898437,-0.009602,-0.134952,-3.427770,-1.356607,-0.069109,-34.277702,-1148.898437,-3.416583,0.000000
5.900000,-0.328064,-1148.809570,-0.009602,-0.131620,-3.343138,-1.459301,-0.074340,-33.431374,-1148.809570,-3.331898,0.000000
6.000000,-0.283752,-1148.854004,-0.009559,-0.128284,-3.258410,-1.262194,-0.064299,-32.584095,-1148.854004,-3.247214,0.000000
6.100000,-0.318008,-1148.765015,-0.009610,-0.124948,-3.173690,-1.414572,-0.072062,-31.736904,-1148.765015,-3.162529,0.000000
6.200000,-0.303116,-1148.854004,-0.009597,-0.121615,-3.089015,-1.348327,-0.068687,-30.890146,-1148.854004,-3.077845,0.000000
6.300000,-0.298279,-1148.765015,-0.009537,-0.118277,-3.004243,-1.326810,-0.067591,-30.042431,-1148.765015,-2.993160,0.000000
6.400000,-0.322479,-1148.809570,-0.009567,-0.114949,-2.919715,-1.434459,-0.073075,-29.197147,-1148.809570,-2.908475,0.000000
6.500000,-0.286362,-1148.809570,-0.009546,-0.111613,-2.834961,-1.273800,-0.064890,-28.349607,-1148.809570,-2.823609,0.000000
6.600000,-0.319122,-1148.765015,-0.009615,-0.108277,-2.750233,-1.419527,-0.072314,-27.502329,-1148.765015,-2.738924,0.000000
6.700000,-0.314651,-1148.854004,-0.009537,-0.104943,-2.665548,-1.399640,-0.071301,-26.655483,-1148.854004,-2.654239,0.000000
6.800000,-0.293060,-1148.809570,-0.009559,-0.101606,-2.580786,-1.303597,-0.066408,-25.807856,-1148.809570,-2.569555,0.000000
6.900000,-0.315399,-1148.809570,-0.009546,-0.098273,-2.496127,-1.402966,-0.071470,-24.961271,-1148.809570,-2.484870,0.000000
7.000000,-0.284866,-1148.854004,-0.009533,-0.094938,-2.411416,-1.267149,-0.064552,-24.114164,-1148.854004,-2.400186,0.000000
7.100000,-0.300507,-1148.854004,-0.009602,-0.091601,-2.326654,-1.336720,-0.068096,-23.266537,-1148.854004,-2.315501,0.000000
7.200000,-0.310928,-1148.809570,-0.009533,-0.088267,-2.241987,-1.383078,-0.070457,-22.419865,-1148.809570,-2.230816,0.000000
7.300000,-0.280396,-1148.765015,-0.009585,-0.084931,-2.157241,-1.247262,-0.063539,-21.572412,-1148.765015,-2.145950,0.000000
7.400001,-0.305725,-1148.854004,-0.009567,-0.081595,-2.072522,-1.359933,-0.069278,-20.725220,-1148.854004,-2.061265,0.000000
7.500000,-0.290085,-1148.854004,-0.009589,-0.078263,-1.987872,-1.290362,-0.065734,-19.878721,-1148.854004,-1.976581,0.000000
7.600000,-0.299011,-1148.809570,-0.009585,-0.074926,-1.903118,-1.330068,-0.067757,-19.031181,-1148.809570,-1.891896,0.000000
7.700000,-0.311676,-1148.765015,-0.009585,-0.071592,-1.818442,-1.386404,-0.070627,-18.184422,-1148.765015,-1.807211,0.000000
